Employee ID,Department,Job Role,Job Level,Location,Age Band,Tenure (Years),Years in Current Role,Years Since Last Promotion,Monthly Salary,Salary Band,Salary Hike %,Performance Rating,Job Satisfaction Score,Work-Life Balance Score,Manager Satisfaction Score,Engagement Score,Training Hours,Overtime,Business Travel Frequency,Absence Days,Promotion Status,Remote/Hybrid/Office,Distance From Office,Internal Mobility,Recognition Received,Attrition,Attrition Type,Exit Reason,Attrition Risk Score,Risk Category,Join Date,Exit Date,Tenure Band
EMP1281,Customer Support,Customer Support Specialist,L1,Guwahati,36-40,4.1,2.8,4.0,30000,<35K,5.1,3.8,4.2,3.8,3.1,4.0,30,No,None,7,Overdue,Hybrid,21.5,No,Yes,No,Not Applicable,Not Applicable,33,Low Risk,2023-11-06,,3–5 Years
EMP1282,HR,HR Executive,L3,Guwahati,21-25,5.8,4.0,5.4,58500,55K-80K,8.0,3.9,3.8,2.9,3.8,4.2,11,No,Frequent,9,Overdue,Hybrid,8.9,No,No,No,Not Applicable,Not Applicable,37,Medium Risk,2011-06-04,,6–10 Years
EMP1283,HR,HR Executive,L1,Hyderabad,31-35,5.3,2.6,2.6,31000,<35K,1.3,2.1,3.1,3.7,4.6,4.7,28,No,Occasional,2,Due Soon,Hybrid,33.2,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2019-11-15,,6–10 Years
EMP1284,Sales,Sales Executive,L1,Bengaluru,21-25,2.0,1.7,2.0,28500,<35K,10.4,3.7,3.5,3.3,2.4,3.5,44,No,Frequent,13,Recent,Remote,9.2,No,Yes,No,Not Applicable,Not Applicable,34,Low Risk,2013-03-06,,1–2 Years
EMP1285,IT,Software Engineer,L3,Bengaluru,26-30,2.3,0.8,2.3,61500,55K-80K,2.3,4.1,4.1,4.5,2.7,4.4,39,No,None,10,Recent,Office,10.3,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2022-12-16,,3–5 Years
EMP1286,Sales,Sales Executive,L1,Bengaluru,26-30,0.5,0.3,0.5,26500,<35K,6.2,4.2,2.9,1.4,3.4,2.9,27,Yes,Occasional,11,Recent,Hybrid,6.3,No,Yes,Yes,Voluntary,Relocation,45,Medium Risk,2015-04-20,1786752000000000000,Less than 1 Year
EMP1287,Operations,Operations Analyst,L3,Guwahati,26-30,6.2,4.3,4.2,57000,55K-80K,4.8,3.5,3.3,2.8,2.5,3.9,14,Yes,None,3,Overdue,Office,16.4,No,Yes,No,Not Applicable,Not Applicable,48,Medium Risk,2025-07-09,,6–10 Years
EMP1288,IT,Software Engineer,L1,Delhi NCR,31-35,12.8,9.0,2.0,26500,<35K,7.9,2.5,3.1,4.7,1.9,3.0,30,No,None,1,Recent,Remote,9.7,No,No,No,Not Applicable,Not Applicable,37,Medium Risk,2015-06-23,,10+ Years
EMP1289,Finance,Financial Analyst,L1,Guwahati,26-30,1.7,1.1,1.7,27500,<35K,6.5,3.6,1.8,3.7,4.3,4.0,18,No,None,13,Recent,Hybrid,11.4,Yes,Yes,No,Not Applicable,Not Applicable,48,Medium Risk,2025-08-31,,1–2 Years
EMP1290,IT,Software Engineer,L1,Guwahati,26-30,7.6,3.3,3.3,25500,<35K,7.8,2.6,4.1,4.9,1.5,3.8,31,No,None,1,Due Soon,Remote,10.4,No,No,No,Not Applicable,Not Applicable,37,Medium Risk,2016-04-22,,6–10 Years
EMP1291,Sales,Sales Executive,L3,Guwahati,26-30,12.0,4.2,0.3,64500,55K-80K,10.3,3.0,5.0,2.0,3.1,3.9,4,No,Frequent,8,Recent,Hybrid,10.2,No,No,No,Not Applicable,Not Applicable,34,Low Risk,2015-03-13,,10+ Years
EMP1292,Sales,Sales Executive,L4,Delhi NCR,26-30,2.6,1.7,2.6,94000,80K-110K,9.3,3.4,2.5,4.2,4.0,3.8,39,No,None,12,Due Soon,Hybrid,13.3,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2019-04-17,,3–5 Years
EMP1293,Product,Product Analyst,L4,Mumbai,26-30,3.5,2.2,3.5,88500,80K-110K,7.1,2.7,4.2,4.2,3.6,3.8,28,Yes,Occasional,6,Due Soon,Hybrid,8.4,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2022-07-19,,3–5 Years
EMP1294,HR,HR Executive,L2,Hyderabad,21-25,4.5,1.6,4.2,44500,35K-55K,8.4,2.5,2.5,1.6,3.1,2.7,59,Yes,Occasional,13,Overdue,Remote,8.8,No,Yes,Yes,Involuntary,Personal Reasons,53,Medium Risk,2014-12-11,1789257600000000000,3–5 Years
EMP1295,Sales,Sales Executive,L3,Mumbai,31-35,5.2,3.7,0.2,60500,55K-80K,12.9,3.5,3.4,2.9,2.5,3.9,46,No,Occasional,6,Recent,Remote,20.6,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2014-10-30,,6–10 Years
EMP1296,Operations,Operations Analyst,L1,Mumbai,31-35,4.6,2.5,0.2,30500,<35K,9.4,4.4,4.7,3.1,3.7,4.4,36,No,Occasional,1,Recent,Remote,9.7,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-12-25,,3–5 Years
EMP1297,Product,Product Analyst,L2,Guwahati,31-35,2.8,1.9,2.8,42500,35K-55K,6.1,4.0,2.8,1.7,2.6,3.1,26,Yes,None,9,Due Soon,Hybrid,15.1,Yes,No,No,Not Applicable,Not Applicable,40,Medium Risk,2020-04-20,,3–5 Years
EMP1298,Marketing,Marketing Executive,L4,Mumbai,26-30,5.7,4.5,0.9,102500,80K-110K,10.8,3.7,3.3,2.9,3.6,4.0,18,Yes,Occasional,8,Recent,Hybrid,4.9,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2022-08-16,,6–10 Years
EMP1299,IT,Software Engineer,L1,Guwahati,26-30,2.8,1.0,2.7,34000,<35K,8.2,3.8,1.7,4.0,3.5,3.6,41,Yes,None,20,Due Soon,Hybrid,8.4,No,No,No,Not Applicable,Not Applicable,58,High Risk,2024-02-24,,3–5 Years
EMP1300,Sales,Sales Executive,L1,Guwahati,36-40,4.9,1.3,4.8,27000,<35K,4.1,3.6,2.7,2.8,3.5,3.3,25,No,Frequent,2,Overdue,Hybrid,2.1,No,No,Yes,Voluntary,Better Compensation,42,Medium Risk,2019-05-01,1772582400000000000,3–5 Years
EMP1301,Sales,Sales Executive,L1,Hyderabad,31-35,3.7,2.8,1.1,27000,<35K,6.5,3.5,1.6,3.4,2.9,4.1,44,No,Occasional,6,Recent,Hybrid,26.8,Yes,No,No,Not Applicable,Not Applicable,43,Medium Risk,2015-06-04,,3–5 Years
EMP1302,Operations,Operations Analyst,L1,Bengaluru,26-30,0.7,0.5,0.7,27500,<35K,2.6,3.8,3.7,3.4,5.0,4.7,34,Yes,Frequent,3,Recent,Hybrid,23.0,No,No,No,Not Applicable,Not Applicable,49,Medium Risk,2015-02-22,,Less than 1 Year
EMP1303,IT,Software Engineer,L1,Guwahati,21-25,8.4,5.9,2.7,29500,<35K,1.0,2.3,4.0,3.2,3.7,4.0,34,Yes,None,6,Due Soon,Hybrid,16.8,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2018-02-11,,6–10 Years
EMP1304,IT,Software Engineer,L3,Mumbai,26-30,2.3,1.8,0.2,73000,55K-80K,4.2,3.3,3.1,2.5,3.2,3.4,36,Yes,None,6,Recent,Remote,29.2,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2013-04-24,,3–5 Years
EMP1305,IT,Software Engineer,L2,Hyderabad,26-30,8.9,6.9,0.9,39500,35K-55K,7.4,3.1,3.6,3.8,3.6,4.4,15,No,None,3,Recent,Office,18.2,No,No,Yes,Voluntary,Manager/Team Issues,25,Low Risk,2020-05-12,1780704000000000000,6–10 Years
EMP1306,Customer Support,Customer Support Specialist,L4,Pune,26-30,7.4,6.5,2.2,93000,80K-110K,7.4,3.3,3.0,1.7,2.7,3.0,14,Yes,None,9,Recent,Hybrid,10.6,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2020-08-31,,6–10 Years
EMP1307,Operations,Operations Analyst,L4,Pune,31-35,4.4,2.6,1.7,89000,80K-110K,2.8,2.9,4.0,3.2,3.1,3.6,13,No,None,6,Recent,Remote,15.0,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2017-05-16,,3–5 Years
EMP1308,HR,HR Executive,L2,Pune,31-35,5.3,3.0,3.2,44500,35K-55K,1.0,3.5,3.4,4.5,5.0,5.0,43,Yes,Occasional,14,Due Soon,Remote,22.9,No,No,No,Not Applicable,Not Applicable,45,Medium Risk,2019-04-29,,6–10 Years
EMP1309,Product,Product Analyst,L1,Mumbai,31-35,5.8,3.0,5.8,32000,<35K,11.4,2.7,1.5,2.8,2.7,3.0,15,Yes,None,4,Overdue,Office,5.0,No,Yes,No,Not Applicable,Not Applicable,61,High Risk,2016-05-30,,6–10 Years
EMP1310,Finance,Financial Analyst,L2,Bengaluru,36-40,3.2,1.1,2.4,41000,35K-55K,7.3,2.9,4.1,2.5,3.3,3.6,17,No,None,16,Recent,Hybrid,2.6,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2016-01-10,,3–5 Years
EMP1311,Operations,Operations Analyst,L3,Delhi NCR,36-40,3.3,2.1,0.8,55000,35K-55K,11.7,2.8,2.9,3.9,3.0,3.7,36,No,Frequent,8,Recent,Hybrid,15.2,No,Yes,No,Not Applicable,Not Applicable,29,Low Risk,2024-05-31,,3–5 Years
EMP1312,Sales,Sales Executive,L1,Bengaluru,31-35,5.6,2.4,4.6,30000,<35K,11.5,3.8,2.2,3.4,2.5,3.6,24,Yes,Occasional,13,Overdue,Hybrid,7.3,No,Yes,No,Not Applicable,Not Applicable,48,Medium Risk,2011-12-21,,6–10 Years
EMP1313,Sales,Sales Executive,L3,Hyderabad,41-50,3.7,3.1,0.2,60000,55K-80K,9.2,3.2,2.9,3.9,3.8,4.1,23,No,None,8,Recent,Hybrid,1.0,No,No,Yes,Voluntary,Job Role Mismatch,25,Low Risk,2015-05-25,1783641600000000000,3–5 Years
EMP1314,Customer Support,Customer Support Specialist,L2,Bengaluru,21-25,2.8,1.8,0.2,41500,35K-55K,7.2,2.9,1.6,3.2,3.4,3.6,21,No,None,3,Recent,Office,2.1,No,Yes,No,Not Applicable,Not Applicable,43,Medium Risk,2023-04-01,,3–5 Years
EMP1315,Product,Product Analyst,L2,Pune,26-30,2.0,1.3,1.2,45000,35K-55K,5.8,3.0,2.2,1.0,4.2,2.8,0,No,None,6,Recent,Office,9.5,Yes,No,Yes,Involuntary,Job Role Mismatch,30,Low Risk,2019-10-01,1786924800000000000,1–2 Years
EMP1316,IT,Software Engineer,L2,Bengaluru,21-25,5.0,2.4,1.7,43000,35K-55K,9.2,3.2,3.4,4.3,4.1,4.6,14,No,None,0,Recent,Hybrid,12.4,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2016-10-28,,3–5 Years
EMP1317,Operations,Operations Analyst,L2,Hyderabad,31-35,2.3,0.7,1.1,41500,35K-55K,6.5,4.3,3.5,5.0,4.2,4.5,45,No,Occasional,6,Recent,Office,12.6,No,Yes,Yes,Voluntary,Manager/Team Issues,25,Low Risk,2013-09-14,1780099200000000000,3–5 Years
EMP1318,Marketing,Marketing Executive,L5,Hyderabad,36-40,6.6,1.8,2.1,118500,110K+,5.2,2.4,3.6,4.4,2.6,3.9,20,No,None,8,Recent,Hybrid,28.0,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2022-11-07,,6–10 Years
EMP1319,Marketing,Marketing Executive,L3,Pune,26-30,7.0,3.7,2.7,48000,35K-55K,1.0,3.6,3.3,1.0,3.9,3.9,1,Yes,Occasional,7,Due Soon,Hybrid,10.3,No,No,Yes,Involuntary,Job Role Mismatch,45,Medium Risk,2011-06-03,1768953600000000000,6–10 Years
EMP1320,Finance,Financial Analyst,L1,Mumbai,41-50,5.3,1.6,4.0,30000,<35K,6.8,3.5,2.7,3.6,4.0,4.1,14,No,Occasional,14,Overdue,Hybrid,14.2,No,Yes,No,Not Applicable,Not Applicable,38,Medium Risk,2013-06-25,,6–10 Years
EMP1321,IT,Software Engineer,L4,Guwahati,21-25,6.1,3.9,2.4,88000,80K-110K,10.3,2.6,3.3,2.8,2.5,3.6,33,No,Occasional,6,Recent,Remote,1.0,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2021-04-21,,6–10 Years
EMP1322,IT,Software Engineer,L2,Delhi NCR,41-50,5.3,4.4,1.2,47500,35K-55K,10.8,4.2,2.9,2.2,3.1,2.8,33,Yes,None,0,Recent,Remote,11.8,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-06-09,,6–10 Years
EMP1323,IT,Software Engineer,L4,Delhi NCR,26-30,6.4,5.3,3.9,93000,80K-110K,7.2,3.6,1.8,3.3,2.2,3.1,24,Yes,None,25,Due Soon,Hybrid,14.7,Yes,Yes,No,Not Applicable,Not Applicable,58,High Risk,2020-12-07,,6–10 Years
EMP1324,Finance,Financial Analyst,L3,Pune,21-25,6.2,4.2,0.8,62000,55K-80K,4.3,2.9,2.6,3.1,4.0,3.4,18,Yes,Occasional,4,Recent,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2020-10-14,,6–10 Years
EMP1325,Customer Support,Customer Support Specialist,L2,Delhi NCR,26-30,4.8,1.9,0.2,46000,35K-55K,9.7,2.0,4.1,3.7,4.0,4.4,8,No,None,12,Recent,Office,4.5,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2023-02-05,,3–5 Years
EMP1326,IT,Software Engineer,L1,Bengaluru,26-30,7.5,6.1,4.3,31000,<35K,7.0,3.3,4.7,3.3,4.6,4.9,33,No,None,0,Overdue,Office,15.9,No,No,No,Not Applicable,Not Applicable,33,Low Risk,2011-11-28,,6–10 Years
EMP1327,IT,Software Engineer,L1,Hyderabad,26-30,3.3,2.7,3.3,27500,<35K,5.9,3.2,3.9,2.1,3.2,3.6,40,No,None,8,Due Soon,Remote,7.6,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2022-11-17,,3–5 Years
EMP1328,IT,Software Engineer,L2,Hyderabad,26-30,2.0,0.8,0.9,46500,35K-55K,2.6,2.5,4.7,2.7,3.8,3.9,46,Yes,None,3,Recent,Hybrid,11.2,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2012-03-05,,1–2 Years
EMP1329,Operations,Operations Analyst,L3,Pune,36-40,2.0,1.5,1.5,62000,55K-80K,13.3,2.5,3.4,2.5,4.2,4.4,12,No,Occasional,0,Recent,Office,16.3,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-07-07,,1–2 Years
EMP1330,Finance,Financial Analyst,L1,Hyderabad,31-35,3.0,1.3,0.6,28500,<35K,9.2,3.8,4.9,1.6,2.8,3.7,47,No,None,6,Recent,Office,28.3,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2017-08-20,,3–5 Years
EMP1331,HR,HR Executive,L1,Guwahati,26-30,0.6,0.5,0.6,29500,<35K,9.5,1.9,5.0,1.9,2.6,3.3,27,No,Occasional,7,Recent,Hybrid,10.2,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2011-03-22,,Less than 1 Year
EMP1332,Product,Product Analyst,L4,Hyderabad,31-35,4.3,3.9,4.3,96500,80K-110K,4.4,3.4,1.7,3.0,2.8,2.9,28,No,None,6,Overdue,Hybrid,26.2,No,No,Yes,Involuntary,Job Role Mismatch,56,High Risk,2015-04-23,1781568000000000000,3–5 Years
EMP1333,Sales,Sales Executive,L5,Hyderabad,31-35,5.8,1.6,3.4,132000,110K+,7.2,3.1,3.5,4.6,3.1,3.9,41,No,Occasional,8,Due Soon,Hybrid,1.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-02-24,,6–10 Years
EMP1334,Sales,Sales Executive,L2,Bengaluru,26-30,6.9,5.7,4.0,40500,35K-55K,6.8,3.5,3.4,2.7,2.7,3.3,20,No,Occasional,6,Overdue,Hybrid,13.2,No,No,No,Not Applicable,Not Applicable,33,Low Risk,2012-04-11,,6–10 Years
EMP1335,Sales,Sales Executive,L1,Mumbai,26-30,0.8,0.5,0.8,31000,<35K,9.3,3.0,2.9,2.5,2.8,3.7,0,No,Occasional,7,Recent,Office,9.3,No,No,Yes,Involuntary,Personal Reasons,30,Low Risk,2025-03-04,1779235200000000000,Less than 1 Year
EMP1336,Sales,Sales Executive,L1,Delhi NCR,21-25,2.0,1.8,2.0,27500,<35K,11.1,3.4,3.7,2.1,4.1,3.1,38,No,None,8,Recent,Hybrid,7.7,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-04-16,,1–2 Years
EMP1337,Customer Support,Customer Support Specialist,L1,Bengaluru,26-30,6.5,3.6,4.0,26500,<35K,2.7,2.7,3.3,3.2,3.3,3.4,33,No,None,7,Overdue,Office,17.3,Yes,No,No,Not Applicable,Not Applicable,38,Medium Risk,2015-04-15,,6–10 Years
EMP1338,IT,Software Engineer,L4,Bengaluru,31-35,3.2,2.6,3.2,85500,80K-110K,3.8,3.2,2.6,4.3,3.7,3.9,23,No,None,6,Due Soon,Hybrid,10.3,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2015-02-27,,3–5 Years
EMP1339,Operations,Operations Analyst,L1,Bengaluru,26-30,5.8,1.7,4.6,33000,<35K,8.9,3.5,3.3,5.0,2.9,4.1,37,Yes,Occasional,3,Overdue,Office,1.0,No,No,No,Not Applicable,Not Applicable,43,Medium Risk,2022-01-13,,6–10 Years
EMP1340,Sales,Sales Executive,L2,Delhi NCR,31-35,1.3,0.6,1.3,39000,35K-55K,5.5,3.3,4.4,3.5,2.9,4.7,40,Yes,Occasional,10,Recent,Hybrid,1.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2016-07-28,,1–2 Years
EMP1341,Operations,Operations Analyst,L1,Pune,31-35,8.8,2.6,0.2,31500,<35K,9.4,3.4,3.5,3.3,3.6,4.5,7,Yes,Occasional,6,Recent,Hybrid,17.8,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2013-03-14,,6–10 Years
EMP1342,Operations,Operations Analyst,L2,Bengaluru,21-25,1.2,1.1,1.2,37500,35K-55K,5.9,2.6,3.9,2.7,3.5,3.3,28,No,None,5,Recent,Hybrid,1.0,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2013-12-13,,1–2 Years
EMP1343,Marketing,Marketing Executive,L3,Mumbai,31-35,4.3,3.4,2.8,68000,55K-80K,3.3,2.8,3.1,2.8,4.1,3.1,0,No,Occasional,10,Due Soon,Hybrid,18.0,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2015-06-21,,3–5 Years
EMP1344,Operations,Operations Analyst,L4,Pune,26-30,4.3,3.5,1.7,92500,80K-110K,1.7,2.8,3.7,3.8,4.5,4.3,26,Yes,None,8,Recent,Hybrid,13.0,Yes,No,No,Not Applicable,Not Applicable,40,Medium Risk,2016-06-07,,3–5 Years
EMP1345,Operations,Operations Analyst,L1,Hyderabad,41-50,2.5,2.1,1.8,32000,<35K,8.5,3.0,2.2,2.9,2.8,3.0,23,Yes,Occasional,4,Recent,Remote,10.6,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2011-01-04,,3–5 Years
EMP1346,IT,Software Engineer,L1,Mumbai,26-30,5.2,1.6,5.2,26500,<35K,8.5,4.1,2.9,3.0,4.1,3.5,35,No,None,13,Overdue,Remote,11.3,No,No,No,Not Applicable,Not Applicable,38,Medium Risk,2012-08-25,,6–10 Years
EMP1347,IT,Software Engineer,L1,Pune,36-40,5.3,2.7,1.1,25500,<35K,9.9,3.0,3.2,3.2,2.5,3.5,13,No,Occasional,1,Recent,Hybrid,16.1,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2017-06-25,,6–10 Years
EMP1348,Sales,Sales Executive,L4,Hyderabad,31-35,4.9,1.5,0.7,89000,80K-110K,8.0,2.5,2.2,2.6,5.0,3.8,22,No,None,2,Recent,Hybrid,2.6,No,No,Yes,Voluntary,Career Growth,25,Low Risk,2021-01-23,1775865600000000000,3–5 Years
EMP1349,HR,HR Executive,L4,Hyderabad,21-25,2.5,1.0,2.3,103500,80K-110K,1.0,3.6,2.6,3.1,2.7,3.1,0,No,None,10,Recent,Hybrid,12.3,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2012-05-15,,3–5 Years
EMP1350,IT,Software Engineer,L3,Bengaluru,31-35,2.1,0.8,2.1,60000,55K-80K,8.5,4.1,3.6,1.3,4.0,3.5,36,No,Occasional,16,Recent,Remote,2.9,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2011-07-04,,3–5 Years
EMP1351,Operations,Operations Analyst,L3,Bengaluru,41-50,2.7,1.5,2.7,50000,35K-55K,2.6,2.4,3.4,3.7,2.5,3.4,27,No,None,4,Due Soon,Office,13.3,No,No,Yes,Involuntary,Job Role Mismatch,30,Low Risk,2020-08-10,1782950400000000000,3–5 Years
EMP1352,Customer Support,Customer Support Specialist,L3,Delhi NCR,31-35,1.9,0.8,1.9,65500,55K-80K,1.4,4.5,4.0,5.0,3.3,4.3,29,No,Occasional,9,Recent,Hybrid,17.2,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2019-11-26,,1–2 Years
EMP1353,IT,Software Engineer,L1,Guwahati,36-40,7.7,2.4,0.2,30500,<35K,1.0,3.5,2.8,2.7,4.7,4.1,7,Yes,Occasional,1,Recent,Office,13.3,No,No,Yes,Voluntary,Personal Reasons,40,Medium Risk,2019-08-14,1767657600000000000,6–10 Years
EMP1354,Marketing,Marketing Executive,L4,Mumbai,36-40,2.9,1.0,2.9,82000,80K-110K,1.0,3.9,3.4,3.6,2.7,3.4,34,No,Occasional,2,Due Soon,Hybrid,16.9,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2019-01-19,,3–5 Years
EMP1355,Sales,Sales Executive,L2,Delhi NCR,26-30,4.2,1.5,2.2,45000,35K-55K,7.8,4.2,2.7,4.0,5.0,4.1,51,No,None,13,Recent,Remote,6.4,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2014-07-19,,3–5 Years
EMP1356,IT,Software Engineer,L2,Delhi NCR,26-30,6.5,5.7,0.8,38000,35K-55K,4.8,3.8,3.9,4.4,3.4,4.1,25,No,None,9,Recent,Hybrid,11.5,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2011-02-24,,6–10 Years
EMP1357,Sales,Sales Executive,L2,Mumbai,31-35,1.8,1.3,0.4,41500,35K-55K,2.4,3.1,4.4,2.9,4.2,4.3,37,No,Occasional,13,Recent,Hybrid,10.1,No,Yes,Yes,Voluntary,Higher Studies,35,Medium Risk,2015-09-21,1779840000000000000,1–2 Years
EMP1358,IT,Software Engineer,L1,Pune,26-30,1.1,1.0,1.1,30000,<35K,7.1,4.0,3.7,1.5,3.7,3.8,16,No,None,12,Recent,Remote,9.6,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2018-12-20,,1–2 Years
EMP1359,Customer Support,Customer Support Specialist,L1,Mumbai,36-40,1.9,1.0,1.9,25000,<35K,3.7,3.4,4.3,3.5,3.8,5.0,27,Yes,Occasional,0,Recent,Remote,5.6,No,Yes,Yes,Voluntary,Higher Studies,40,Medium Risk,2016-02-14,1789430400000000000,1–2 Years
EMP1360,IT,Software Engineer,L3,Hyderabad,41-50,4.5,1.9,2.8,66000,55K-80K,9.9,3.9,3.3,3.3,2.2,3.8,7,No,None,1,Due Soon,Remote,8.5,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2022-06-04,,3–5 Years
EMP1361,Operations,Operations Analyst,L1,Guwahati,26-30,4.3,3.3,4.3,31000,<35K,11.4,4.0,4.0,2.9,3.0,4.1,39,Yes,None,8,Overdue,Hybrid,3.1,No,Yes,No,Not Applicable,Not Applicable,43,Medium Risk,2017-06-01,,3–5 Years
EMP1362,IT,Software Engineer,L3,Pune,26-30,4.9,2.3,0.8,68000,55K-80K,6.3,2.5,3.4,3.1,4.4,3.9,30,Yes,None,0,Recent,Hybrid,1.0,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2020-01-04,,3–5 Years
EMP1363,Operations,Operations Analyst,L1,Bengaluru,36-40,3.5,1.6,3.5,26000,<35K,11.1,3.7,2.4,3.3,3.1,3.2,11,Yes,None,2,Due Soon,Hybrid,6.4,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2020-03-02,,3–5 Years
EMP1364,IT,Software Engineer,L2,Guwahati,26-30,0.2,0.1,0.2,47500,35K-55K,11.1,3.1,3.5,3.5,3.5,3.8,17,No,None,14,Recent,Remote,17.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-05-21,,Less than 1 Year
EMP1365,Customer Support,Customer Support Specialist,L2,Guwahati,36-40,3.4,1.1,3.4,44500,35K-55K,7.3,3.3,2.4,3.5,2.1,3.0,29,No,Occasional,4,Due Soon,Hybrid,13.9,No,No,Yes,Involuntary,Personal Reasons,25,Low Risk,2018-08-25,1781222400000000000,3–5 Years
EMP1366,Operations,Operations Analyst,L2,Bengaluru,26-30,7.0,2.9,3.2,35000,<35K,12.2,3.3,5.0,3.0,2.9,4.3,41,No,Occasional,11,Due Soon,Hybrid,1.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-02-20,,6–10 Years
EMP1367,Customer Support,Customer Support Specialist,L3,Guwahati,31-35,8.2,3.9,0.6,70000,55K-80K,5.1,3.3,3.0,3.6,4.4,3.5,49,No,None,7,Recent,Hybrid,8.8,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2016-09-21,,6–10 Years
EMP1368,Customer Support,Customer Support Specialist,L2,Pune,21-25,4.0,2.8,0.2,40000,35K-55K,1.1,4.2,3.9,2.9,2.3,4.0,26,No,Frequent,4,Recent,Remote,17.5,No,No,No,Not Applicable,Not Applicable,34,Low Risk,2014-06-05,,3–5 Years
EMP1369,Marketing,Marketing Executive,L2,Pune,31-35,4.3,1.2,3.6,42500,35K-55K,2.3,2.3,3.3,3.8,4.0,3.9,9,No,None,0,Due Soon,Remote,8.4,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2025-03-10,,3–5 Years
EMP1370,Sales,Sales Executive,L2,Pune,26-30,5.7,2.2,1.6,46000,35K-55K,5.0,2.1,2.2,2.6,3.6,3.5,31,No,Frequent,8,Recent,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,29,Low Risk,2011-06-20,,6–10 Years
EMP1371,Sales,Sales Executive,L3,Delhi NCR,31-35,8.1,6.3,1.9,62000,55K-80K,8.6,1.9,1.6,3.3,3.2,2.9,53,No,Occasional,14,Recent,Remote,30.1,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2018-09-10,,6–10 Years
EMP1372,Sales,Sales Executive,L4,Delhi NCR,21-25,3.7,1.3,3.5,76500,55K-80K,3.5,3.9,4.0,1.7,3.2,3.4,5,No,Occasional,4,Due Soon,Hybrid,10.7,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2017-06-12,,3–5 Years
EMP1373,Sales,Sales Executive,L3,Pune,31-35,5.6,2.6,3.9,74000,55K-80K,5.0,2.7,4.7,2.8,3.0,3.8,15,No,None,7,Due Soon,Hybrid,2.7,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2015-11-09,,6–10 Years
EMP1374,IT,Software Engineer,L1,Bengaluru,36-40,2.4,1.9,2.4,31000,<35K,3.3,3.3,2.6,3.7,3.1,3.5,37,No,None,0,Recent,Hybrid,13.4,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2021-04-12,,3–5 Years
